,decision,draws,losses,wins,opponent_wins,opponent_losses,opponent_draws,Height_Difference,Age_Difference
9532,Loss,0,4,23,22,4,0,-6.0,5.0
9533,Win,1,19,10,10,15,1,2.0,1.0
9535,Loss,1,3,18,10,1,1,5.0,7.0
9536,Loss,1,3,18,10,1,1,5.0,7.0
9539,Win,1,10,21,19,5,0,-1.0,3.0
9540,Loss,0,1,29,12,1,0,-3.0,6.0
9586,Win,4,12,15,9,4,1,-3.0,2.0
9587,Win,4,12,15,9,4,1,-3.0,2.0
9588,Win,0,30,32,9,1,0,-8.0,1.0
9589,Win,0,30,32,9,1,0,-8.0,1.0
9592,Win,0,2,25,24,1,0,-4.0,-1.0
9593,Win,0,2,25,24,1,0,-4.0,-1.0
9594,Win,1,9,32,28,8,1,-3.0,1.0
9595,Win,1,9,32,28,8,1,-3.0,1.0
9596,Loss,0,0,14,7,0,0,-2.0,5.0
9597,Loss,0,0,14,7,0,0,-2.0,5.0
9612,Loss,0,3,40,8,0,0,7.0,0.0
9613,Loss,0,3,40,8,0,0,7.0,0.0
9616,Loss,1,2,13,8,1,0,0.0,6.0
9617,Loss,2,59,63,48,35,1,2.0,-4.0
9618,Loss,0,18,28,26,9,0,1.0,0.0
9619,Loss,0,18,28,21,1,0,1.0,0.0
9620,Loss,0,11,24,16,7,0,1.0,4.0
9621,Loss,1,2,22,19,2,1,-8.0,8.0
9622,Loss,1,2,22,12,1,1,-8.0,8.0
9624,Loss,1,2,10,8,0,0,2.0,10.0
9625,Loss,0,4,55,36,3,0,-2.0,8.0
9626,Loss,0,4,55,36,3,0,-2.0,8.0
9628,Loss,0,18,28,9,1,0,-4.0,0.0
9629,Loss,1,1,47,36,1,1,-6.0,8.0
9631,Loss,1,5,47,36,4,1,0.0,3.0
9632,Loss,1,5,47,36,4,1,0.0,3.0
9634,Loss,0,9,44,38,8,0,-5.0,2.0
9635,Loss,0,9,44,33,7,0,-5.0,2.0
9636,Loss,0,9,44,29,7,0,-5.0,2.0
9637,Loss,0,9,44,27,7,0,-5.0,2.0
9638,Draw,2,46,21,15,3,0,-5.0,6.0
9639,Win,2,46,21,15,2,0,-5.0,6.0
9641,Loss,0,18,28,20,1,0,1.0,-8.0
9642,Win,2,34,11,11,33,2,-5.0,-3.0
9643,Win,2,34,11,11,33,2,-5.0,-3.0
9644,Win,2,34,11,8,4,1,-5.0,-3.0
9645,Win,2,34,11,8,4,1,-5.0,-3.0
9646,Loss,2,34,11,0,0,0,-5.0,-3.0
9647,Loss,2,34,11,0,0,0,-5.0,-3.0
9649,Win,3,42,23,22,28,3,13.0,-3.0
9650,Win,3,42,23,22,28,3,13.0,-3.0
9651,Loss,0,0,20,0,0,0,10.0,-1.0
9652,Loss,1,5,24,21,4,1,-9.0,-3.0
9653,Loss,1,2,13,12,1,1,-9.0,3.0
9654,Loss,1,2,13,12,1,1,-9.0,3.0
9655,Loss,3,8,8,6,2,3,8.0,1.0
9656,Draw,3,8,8,6,1,2,8.0,1.0
9657,Loss,0,6,13,6,1,0,5.0,3.0
9658,Loss,0,6,13,6,1,0,5.0,3.0
9674,Draw,3,47,21,21,46,2,2.0,-7.0
9681,Win,3,47,21,20,23,2,12.0,-4.0
9682,Win,3,47,21,20,20,2,12.0,-4.0
9683,Win,3,47,21,20,23,2,12.0,-4.0
9684,Win,3,47,21,20,20,2,12.0,-4.0
9685,Win,5,21,24,16,5,1,7.0,2.0
9686,Win,5,21,24,16,5,1,7.0,2.0
9689,Win,3,42,23,17,17,1,15.0,-3.0
9690,Win,3,42,23,17,17,1,15.0,-3.0
9691,Win,3,42,23,17,17,1,15.0,-3.0
9692,Win,3,42,23,17,17,1,15.0,-3.0
9693,Win,1,6,30,22,3,0,2.0,-6.0
9694,Win,1,6,30,22,3,0,2.0,-6.0
9697,Win,0,9,44,0,1,0,2.0,-6.0
9698,Win,0,9,44,0,1,0,2.0,-6.0
9699,Win,2,46,21,19,36,2,2.0,-2.0
9700,Win,2,46,21,16,17,2,2.0,-2.0
9701,Win,2,46,21,15,11,2,2.0,-2.0
9702,Win,2,46,21,19,36,2,2.0,-2.0
9703,Win,2,46,21,16,17,2,2.0,-2.0
9704,Win,2,46,21,15,11,2,2.0,-2.0
9705,Win,1,5,24,14,2,1,-7.0,-3.0
9706,Win,1,5,24,14,2,1,-7.0,-3.0
9707,Win,8,43,18,11,19,5,4.0,-8.0
9708,Win,8,43,18,11,19,5,4.0,-8.0
9709,Win,2,16,19,19,10,2,4.0,-5.0
9710,Win,2,16,19,19,10,2,4.0,-5.0
9711,Win,3,26,12,10,12,3,2.0,-8.0
9712,Win,3,26,12,10,12,3,2.0,-8.0
9713,Win,3,8,8,7,2,3,10.0,1.0
9714,Win,3,8,8,7,2,3,10.0,1.0
9715,Win,0,20,15,15,18,0,4.0,-2.0
9716,Win,0,20,15,15,18,0,4.0,-2.0
9717,Win,0,20,15,15,18,0,4.0,-2.0
9718,Win,0,20,15,15,18,0,4.0,-2.0
9719,Win,0,20,15,15,18,0,4.0,-2.0
9720,Win,0,20,15,15,18,0,4.0,-2.0
9730,Win,2,4,11,10,3,2,-3.0,1.0
9731,Win,2,4,11,10,3,2,-3.0,1.0
9732,Loss,1,3,15,12,3,1,-3.0,-1.0
9733,Loss,1,3,15,12,3,1,-3.0,-1.0
9734,Win,5,7,21,15,4,4,1.0,-1.0
9735,Win,5,7,21,15,4,4,1.0,-1.0
9736,Win,5,7,21,15,4,4,1.0,-1.0
9737,Win,5,7,21,15,4,4,1.0,-1.0
9738,Win,5,21,24,18,10,3,-3.0,-1.0
9739,Win,5,21,24,18,10,3,-3.0,-1.0
9740,Win,0,9,12,10,5,0,0.0,-3.0
9741,Win,0,9,12,10,5,0,0.0,-3.0
9742,Win,2,34,11,8,15,2,-13.0,-6.0
9743,Win,2,34,11,8,15,2,-13.0,-6.0
9744,Win,2,34,11,8,15,2,-13.0,-6.0
9745,Win,2,34,11,8,15,2,-13.0,-6.0
9746,Win,3,13,10,1,0,0,-6.0,1.0
9747,Win,3,13,10,1,0,0,-6.0,1.0
9748,Win,2,4,11,8,0,2,0.0,2.0
9749,Win,0,9,12,9,4,0,3.0,-2.0
9750,Win,2,20,9,9,7,1,-5.0,0.0
9751,Win,1,14,9,1,2,0,-3.0,1.0
9755,Win,7,52,21,21,45,7,-3.0,-9.0
9756,Win,7,52,21,20,34,6,-3.0,-9.0
9757,Win,0,2,15,11,1,0,3.0,1.0
9758,Win,0,2,15,11,1,0,3.0,1.0
9759,Win,2,18,3,3,7,2,-5.0,-2.0
9760,Win,2,4,11,10,1,2,-5.0,5.0
9761,Win,5,7,21,13,3,4,-1.0,3.0
9762,Win,5,7,21,13,3,4,-1.0,3.0
9763,Win,0,9,12,9,2,0,-2.0,1.0
9765,Win,1,19,18,9,6,0,-10.0,1.0
9766,Win,0,2,25,16,0,0,-9.0,-3.0
9767,Win,1,7,17,10,2,0,-8.0,2.0
9768,Win,1,5,31,28,1,1,-6.0,2.0
9769,Win,1,5,31,28,1,1,-6.0,2.0
9770,Win,1,5,31,27,0,1,-6.0,2.0
9771,Win,1,5,31,27,0,1,-6.0,2.0
9772,Loss,1,3,15,11,2,1,0.0,-2.0
9773,Loss,0,0,20,16,0,0,5.0,-5.0
9774,Loss,0,2,15,13,2,0,3.0,-1.0
9775,Loss,0,2,15,13,2,0,3.0,-1.0
9776,Win,0,4,19,14,2,0,0.0,-5.0
9777,Win,0,4,19,14,2,0,0.0,-5.0
9778,Loss,1,3,15,0,0,0,3.0,-1.0
9779,Loss,0,3,8,4,2,0,0.0,2.0
9780,Loss,2,5,12,0,0,1,-5.0,-2.0
9781,Loss,2,5,12,0,0,1,-5.0,-2.0
9782,Loss,0,3,17,12,1,0,-2.0,0.0
9783,Loss,0,1,17,0,0,0,0.0,1.0
9784,Loss,0,1,17,0,0,0,0.0,1.0
9785,Loss,0,1,17,0,0,0,0.0,1.0
9786,Win,5,26,8,8,21,4,3.0,-8.0
9788,Loss,1,3,15,7,0,1,5.0,0.0
9789,Loss,0,7,13,8,0,0,5.0,3.0
9790,Loss,0,7,13,8,0,0,5.0,3.0
9791,Loss,0,4,19,8,1,0,5.0,-3.0
9792,Loss,0,4,19,8,1,0,5.0,-3.0
9793,Loss,0,3,11,6,2,0,5.0,6.0
9794,Loss,0,3,11,6,2,0,5.0,6.0
9795,Loss,3,8,8,4,1,1,8.0,-1.0
9796,Loss,1,0,11,8,0,1,0.0,3.0
9832,Loss,1,3,15,6,0,1,5.0,2.0
9835,Loss,1,0,11,1,0,0,-3.0,6.0
9836,Loss,5,8,3,2,2,3,6.0,3.0
9845,Draw,5,7,21,6,0,3,4.0,5.0
9846,Draw,5,7,21,6,0,3,4.0,5.0
9847,Draw,5,7,21,6,0,2,4.0,5.0
9848,Draw,5,7,21,6,0,2,4.0,5.0
9849,Draw,5,7,21,6,0,3,4.0,5.0
9850,Draw,5,7,21,6,0,3,4.0,5.0
9851,Draw,5,7,21,6,0,2,4.0,5.0
9852,Draw,5,7,21,6,0,2,4.0,5.0
9853,Draw,5,7,21,6,0,3,4.0,5.0
9854,Draw,5,7,21,6,0,3,4.0,5.0
9855,Draw,5,7,21,6,0,2,4.0,5.0
9856,Draw,5,7,21,6,0,2,4.0,5.0
9857,Loss,5,21,24,5,2,1,0.0,5.0
9858,Loss,5,21,24,5,2,1,0.0,5.0
9859,Loss,5,21,24,5,2,1,0.0,5.0
9860,Loss,1,17,12,8,2,0,-5.0,2.0
9861,Loss,1,17,12,8,2,0,-5.0,2.0
9862,Loss,1,17,12,8,2,0,-5.0,2.0
9863,Loss,1,1,47,32,0,1,-6.0,3.0
9864,Loss,1,1,47,32,0,1,-6.0,3.0
9865,Loss,1,1,47,32,0,1,-6.0,3.0
9866,Loss,2,1,20,15,0,2,-3.0,2.0
9867,Loss,2,1,20,15,0,2,-3.0,2.0
9868,Loss,2,1,20,15,0,2,-3.0,2.0
9869,Loss,2,1,20,15,0,2,-3.0,2.0
9870,Loss,2,1,20,15,0,2,-3.0,2.0
9871,Loss,2,1,20,15,0,2,-3.0,2.0
9881,Loss,0,3,21,11,0,0,-1.0,10.0
9882,Loss,0,3,21,11,0,0,-1.0,10.0
9883,Loss,0,3,21,11,0,0,-1.0,10.0
9884,Loss,1,7,17,15,7,1,-3.0,4.0
9885,Loss,1,7,17,15,7,1,-3.0,4.0
9886,Loss,1,7,17,15,7,1,-3.0,4.0
9887,Loss,2,16,19,18,10,2,-3.0,-2.0
9888,Loss,2,16,19,18,10,2,-3.0,-2.0
9889,Loss,2,16,19,18,10,2,-3.0,-2.0
9967,Loss,5,7,21,14,4,4,12.0,5.0
9968,Loss,5,7,21,14,4,4,12.0,5.0
9969,Draw,3,15,6,3,0,0,11.0,4.0
9970,Loss,1,1,47,42,1,1,2.0,3.0
9971,Win,0,13,4,1,0,0,3.0,2.0
9972,Win,7,52,21,20,31,6,5.0,-4.0
9973,Win,1,4,10,7,0,1,5.0,7.0
9974,Win,1,4,10,7,0,1,5.0,7.0
9975,Loss,0,0,21,16,0,0,3.0,3.0
9976,Loss,2,5,11,9,2,1,1.0,0.0
9977,Loss,1,3,36,24,1,1,5.0,1.0
9978,Loss,0,1,24,23,1,0,5.0,6.0
9979,Win,6,15,8,6,8,3,8.0,6.0
9980,Win,5,7,21,11,0,4,4.0,0.0
9981,Win,5,7,21,11,0,4,4.0,0.0
9982,Win,2,34,11,8,5,1,-10.0,-5.0
9983,Win,2,34,11,8,5,1,-10.0,-5.0
9984,Draw,4,6,8,8,5,3,-3.0,-5.0
9985,Loss,0,0,11,10,0,0,-6.0,2.0
9986,Loss,0,0,11,10,0,0,-6.0,2.0
9987,Loss,0,0,11,10,0,0,-6.0,2.0
9988,Loss,1,1,47,17,0,1,-6.0,-2.0
9989,Win,3,42,23,22,29,3,8.0,-5.0
9990,Win,3,42,23,22,29,3,8.0,-5.0
9993,Win,5,30,12,6,5,2,0.0,-5.0
9994,Win,5,30,12,6,5,2,0.0,-5.0
9995,Win,5,30,12,6,5,2,0.0,-5.0
9996,Loss,0,4,55,26,2,0,-7.0,-2.0
9997,Loss,0,4,55,26,2,0,-7.0,-2.0
9999,Loss,0,2,15,7,0,0,3.0,1.0
10000,Loss,0,2,15,7,0,0,3.0,1.0
10001,Loss,1,4,33,21,4,1,-3.0,0.0
10002,Win,5,26,8,8,12,4,0.0,-7.0
10003,Win,5,7,21,16,5,5,6.0,0.0
10004,Win,5,7,21,16,5,5,6.0,0.0
10005,Win,3,13,10,8,3,1,-1.0,2.0
10006,Win,0,2,15,13,0,0,3.0,5.0
10007,Win,2,1,20,18,0,2,-1.0,-3.0
10008,Win,2,1,20,18,0,2,-1.0,-3.0
10009,Win,1,4,23,20,3,1,2.0,-5.0
10010,Win,1,4,23,20,3,1,2.0,-5.0
10011,Win,1,5,31,30,2,1,1.0,-1.0
10012,Win,1,5,31,30,2,1,1.0,-1.0
10014,Win,5,21,24,24,20,5,6.0,-2.0
10015,Win,5,21,24,24,20,5,6.0,-2.0
10016,Win,5,21,24,24,20,5,6.0,-2.0
10017,Win,0,8,9,9,7,0,1.0,-3.0
10018,Win,0,8,9,9,7,0,1.0,-3.0
10019,Win,0,8,9,9,7,0,1.0,-3.0
10020,Win,4,6,8,6,1,2,3.0,-7.0
10021,Win,4,6,8,6,1,2,3.0,-7.0
10022,Win,4,6,8,6,1,2,3.0,-7.0
10023,Win,3,23,15,8,13,1,-4.0,-8.0
10024,Win,3,24,15,8,13,1,-4.0,-8.0
10025,Win,3,23,15,8,13,1,-4.0,-8.0
10026,Win,3,24,15,8,13,1,-4.0,-8.0
10027,Win,3,23,15,8,13,1,-4.0,-8.0
10028,Win,3,24,15,8,13,1,-4.0,-8.0
10029,Loss,5,21,24,20,13,4,-8.0,5.0
10030,Loss,5,21,24,20,13,4,-8.0,5.0
10031,Loss,1,19,18,10,15,1,-13.0,3.0
10032,Loss,1,19,18,10,15,1,-13.0,3.0
10033,Loss,2,29,9,7,7,2,-8.0,-1.0
10034,Loss,2,29,9,7,7,2,-8.0,-1.0
10035,Loss,1,1,47,23,0,1,-14.0,3.0
10036,Loss,1,1,47,23,0,1,-14.0,3.0
10037,Loss,0,4,55,13,2,0,-15.0,3.0
10038,Loss,0,4,55,13,2,0,-15.0,3.0
10039,Loss,0,4,55,13,2,0,-15.0,3.0
10040,Loss,0,4,55,13,2,0,-15.0,3.0
10041,Loss,1,3,31,28,3,1,-13.0,1.0
10042,Loss,1,3,31,28,3,1,-13.0,1.0
10043,Loss,1,3,31,28,3,1,-13.0,1.0
10044,Loss,1,3,31,28,3,1,-13.0,1.0
10045,Loss,0,5,71,29,4,0,-6.0,-2.0
10046,Loss,0,5,71,25,4,0,-6.0,-2.0
10047,Loss,0,5,71,29,4,0,-6.0,-2.0
10048,Loss,0,5,71,25,4,0,-6.0,-2.0
10049,Loss,1,2,6,2,0,0,-17.0,9.0
10050,Loss,1,2,6,2,0,0,-17.0,9.0
10051,Loss,1,2,6,2,0,0,-17.0,9.0
10052,Loss,1,2,6,2,0,0,-17.0,9.0
10053,Loss,1,10,26,7,3,0,-13.0,-5.0
10054,Loss,1,10,26,7,3,0,-13.0,-5.0
10055,Win,7,52,21,11,6,3,-11.0,-4.0
10056,Loss,7,52,21,10,6,3,-11.0,-4.0
10057,Win,7,52,21,11,6,3,-11.0,-4.0
10058,Loss,7,52,21,10,6,3,-11.0,-4.0
10061,Loss,0,3,11,7,2,0,-8.0,11.0
10062,Loss,0,3,11,7,2,0,-8.0,11.0
10063,Loss,0,3,11,7,2,0,-8.0,11.0
10064,Loss,0,3,11,7,2,0,-8.0,11.0
10065,Draw,4,19,9,8,8,3,-13.0,4.0
10066,Draw,4,19,9,8,8,3,-13.0,4.0
10067,Draw,4,19,9,8,8,3,-13.0,4.0
10068,Draw,4,19,9,8,8,3,-13.0,4.0
10069,Draw,4,19,9,8,8,3,-13.0,4.0
10070,Draw,4,19,9,8,8,3,-13.0,4.0
10071,Loss,0,1,17,9,0,0,-3.0,9.0
10072,Loss,0,1,17,8,0,0,-3.0,9.0
10073,Loss,0,1,17,9,0,0,-3.0,9.0
10074,Loss,0,1,17,8,0,0,-3.0,9.0
10075,Loss,3,4,15,14,4,3,-13.0,10.0
10076,Loss,3,4,15,11,4,2,-13.0,10.0
10077,Loss,3,4,15,14,4,3,-13.0,10.0
10078,Loss,3,4,15,11,4,2,-13.0,10.0
10079,Loss,0,7,17,10,0,0,-11.0,2.0
10080,Loss,0,7,17,10,0,0,-11.0,2.0
10081,Loss,0,7,17,10,0,0,-11.0,2.0
10082,Loss,0,7,17,10,0,0,-11.0,2.0
10083,Loss,0,7,17,10,0,0,-11.0,2.0
10084,Loss,0,7,17,10,0,0,-11.0,2.0
10085,Loss,1,3,31,23,2,1,-8.0,4.0
10086,Loss,1,3,31,23,2,1,-8.0,4.0
10087,Loss,1,3,31,23,2,1,-8.0,4.0
10088,Loss,1,3,31,23,2,1,-8.0,4.0
10089,Loss,0,3,17,14,1,0,-13.0,6.0
10090,Loss,0,3,17,14,1,0,-13.0,6.0
10091,Win,0,20,15,8,4,0,-11.0,1.0
10092,Win,0,20,15,8,4,0,-11.0,1.0
10093,Win,0,20,15,8,4,0,-11.0,1.0
10094,Win,0,20,15,8,4,0,-11.0,1.0
10095,Win,0,20,15,8,4,0,-11.0,1.0
10096,Win,0,20,15,8,4,0,-11.0,1.0
10097,Win,5,21,24,20,12,3,3.0,0.0
10098,Win,0,30,32,17,8,0,-5.0,-4.0
10099,Win,1,9,32,20,4,1,0.0,-4.0
10100,Win,2,5,12,11,0,1,-5.0,-1.0
10101,Win,2,5,12,11,0,1,-5.0,-1.0
10102,Win,0,1,12,12,0,0,4.0,0.0
10103,Loss,5,21,24,7,2,1,0.0,7.0
10104,Loss,0,3,7,1,0,0,-3.0,9.0
10105,Loss,1,14,9,8,11,0,-3.0,8.0
10107,Loss,2,1,8,7,1,2,-5.0,9.0
10108,Loss,5,21,24,13,3,1,-4.0,0.0
10109,Loss,5,21,24,13,3,1,-4.0,0.0
10110,Win,2,34,11,8,2,1,-14.0,-5.0
10111,Win,2,34,11,8,2,1,-14.0,-5.0
10112,Win,2,34,11,8,2,1,-14.0,-5.0
10113,Win,2,34,11,8,2,1,-14.0,-5.0
10116,Win,2,7,18,14,1,2,-12.0,-5.0
10117,Win,2,7,18,14,1,2,-12.0,-5.0
10122,Draw,5,30,12,6,6,3,-4.0,-5.0
10123,Draw,5,30,12,6,6,3,-4.0,-5.0
10124,Draw,5,30,12,6,6,3,-4.0,-5.0
10125,Draw,5,30,12,6,6,2,-4.0,-5.0
10126,Draw,5,30,12,6,6,2,-4.0,-5.0
10127,Draw,5,30,12,6,6,2,-4.0,-5.0
10128,Draw,5,30,12,6,6,3,-4.0,-5.0
10129,Draw,5,30,12,6,6,3,-4.0,-5.0
10130,Draw,5,30,12,6,6,3,-4.0,-5.0
10131,Draw,5,30,12,6,6,2,-4.0,-5.0
10132,Draw,5,30,12,6,6,2,-4.0,-5.0
10133,Draw,5,30,12,6,6,2,-4.0,-5.0
10134,Loss,0,0,20,5,0,0,1.0,-3.0
10135,Loss,0,0,20,5,0,0,1.0,-3.0
10136,Loss,0,0,14,6,0,0,-6.0,0.0
10137,Loss,0,0,14,6,0,0,-6.0,0.0
10138,Loss,0,2,15,9,0,0,-1.0,1.0
10139,Loss,0,2,15,9,0,0,-1.0,1.0
10140,Loss,0,2,15,9,0,0,-1.0,1.0
10141,Loss,0,2,15,9,0,0,-1.0,1.0
10150,Draw,5,21,24,24,19,4,3.0,5.0
10153,Loss,0,0,11,4,0,0,-3.0,7.0
10154,Loss,0,0,11,4,0,0,-3.0,7.0
10155,Loss,0,0,11,4,0,0,-3.0,7.0
10157,Loss,0,1,13,6,0,0,3.0,10.0
10158,Loss,1,5,10,5,4,1,-5.0,9.0
10159,Win,0,9,12,12,8,0,6.0,-4.0
10160,Win,0,9,12,12,8,0,6.0,-4.0
10161,Win,2,12,7,6,7,2,0.0,1.0
10162,Win,2,12,7,6,7,2,0.0,1.0
10163,Win,0,3,17,15,1,0,-2.0,-1.0
10164,Win,0,3,17,15,1,0,-2.0,-1.0
10165,Win,4,6,6,1,2,2,6.0,2.0
10166,Draw,4,6,6,1,1,1,6.0,2.0
10167,Draw,4,6,6,0,1,0,6.0,2.0
10168,Win,4,6,6,1,2,2,6.0,2.0
10169,Draw,4,6,6,1,1,1,6.0,2.0
10170,Draw,4,6,6,0,1,0,6.0,2.0
10171,Loss,0,9,12,11,8,0,6.0,-4.0
10172,Loss,0,2,15,9,0,0,4.0,3.0
10173,Loss,0,5,17,14,3,0,3.0,-13.0
10174,Loss,0,5,17,14,3,0,3.0,-13.0
10175,Loss,0,0,14,3,0,0,1.0,-2.0
10176,Loss,0,2,15,0,0,0,6.0,-1.0
10177,Loss,0,2,15,0,0,0,6.0,-1.0
10178,Loss,0,3,11,5,1,0,3.0,4.0
10179,Loss,0,3,11,5,1,0,3.0,4.0
10180,Loss,0,3,11,0,0,0,3.0,4.0
10181,Loss,0,3,11,0,0,0,3.0,4.0
10182,Loss,3,4,15,13,4,3,-2.0,3.0
10183,Loss,0,0,12,7,0,0,-2.0,4.0
10201,Win,2,34,11,10,29,2,-5.0,-6.0
10202,Win,2,34,11,10,29,2,-5.0,-6.0
10203,Win,2,34,11,9,21,2,-5.0,-6.0
10204,Win,2,34,11,9,21,2,-5.0,-6.0
10205,Win,1,14,9,7,10,0,2.0,0.0
10206,Loss,2,0,11,7,0,2,2.0,1.0
10207,Loss,2,0,11,7,0,2,2.0,1.0
10208,Win,3,42,23,22,34,3,13.0,-6.0
10209,Win,3,42,23,22,34,3,13.0,-6.0
10210,Win,0,15,3,3,8,0,8.0,-2.0
10211,Win,2,34,11,9,26,2,-10.0,-11.0
10212,Win,2,34,11,9,26,2,-10.0,-11.0
10213,Win,2,34,11,9,26,2,-10.0,-11.0
10214,Win,2,34,11,9,26,2,-10.0,-11.0
10215,Win,3,13,10,10,7,1,-3.0,-4.0
10216,Win,3,13,10,8,5,1,-3.0,-4.0
10217,Win,3,13,10,10,7,1,-3.0,-4.0
10218,Win,3,13,10,8,5,1,-3.0,-4.0
10219,Win,2,20,9,9,16,2,-5.0,-6.0
10220,Win,2,20,9,9,16,2,-5.0,-6.0
10221,Win,3,42,23,22,37,3,8.0,-11.0
10222,Win,3,42,23,22,37,3,8.0,-11.0
10223,Win,3,42,23,22,37,3,8.0,-11.0
10224,Win,3,42,23,22,37,3,8.0,-11.0
10225,Win,2,12,7,6,9,2,-3.0,-3.0
10226,Win,2,12,7,6,9,2,-3.0,-3.0
10227,Loss,2,3,8,4,2,2,-3.0,-2.0
10228,Loss,2,3,8,4,2,2,-3.0,-2.0
10229,Loss,0,1,17,10,0,0,5.0,-2.0
10230,Loss,0,1,17,10,0,0,5.0,-2.0
10231,Win,2,34,11,9,24,2,-7.0,-2.0
10232,Win,2,34,11,9,24,2,-7.0,-2.0
10233,Win,2,34,11,9,23,2,-7.0,-2.0
10234,Win,2,34,11,9,23,2,-7.0,-2.0
10235,Win,2,34,11,8,9,2,-7.0,-2.0
10236,Win,2,34,11,8,9,2,-7.0,-2.0
10237,Win,2,34,11,9,24,2,-7.0,-2.0
10238,Win,2,34,11,9,24,2,-7.0,-2.0
10239,Win,2,34,11,9,23,2,-7.0,-2.0
10240,Win,2,34,11,9,23,2,-7.0,-2.0
10241,Win,2,34,11,8,9,2,-7.0,-2.0
10242,Win,2,34,11,8,9,2,-7.0,-2.0
10243,Win,2,34,11,9,24,2,-7.0,-2.0
10244,Win,2,34,11,9,24,2,-7.0,-2.0
10245,Win,2,34,11,9,23,2,-7.0,-2.0
10246,Win,2,34,11,9,23,2,-7.0,-2.0
10247,Win,2,34,11,8,9,2,-7.0,-2.0
10248,Win,2,34,11,8,9,2,-7.0,-2.0
10249,Win,3,42,23,21,21,1,11.0,-2.0
10250,Win,3,42,23,21,21,1,11.0,-2.0
10251,Win,3,42,23,21,21,1,11.0,-2.0
10252,Win,3,42,23,21,21,1,11.0,-2.0
10253,Win,3,42,23,21,21,1,11.0,-2.0
10254,Win,3,42,23,21,21,1,11.0,-2.0
10255,Loss,0,1,14,12,1,0,-1.0,7.0
10256,Loss,0,1,14,12,1,0,-1.0,7.0
10257,Loss,0,1,14,12,1,0,-1.0,7.0
10258,Loss,0,1,14,8,0,0,0.0,4.0
10259,Loss,0,1,14,8,0,0,0.0,4.0
10260,Loss,0,1,14,8,0,0,0.0,4.0
10261,Loss,0,1,14,8,0,0,0.0,4.0
10262,Loss,0,1,14,8,0,0,0.0,4.0
10263,Loss,0,1,14,8,0,0,0.0,4.0
10264,Win,2,34,11,10,27,2,-15.0,-9.0
10265,Win,2,34,11,10,27,2,-15.0,-9.0
10266,Win,2,34,11,9,20,2,-15.0,-9.0
10267,Win,2,34,11,9,20,2,-15.0,-9.0
10268,Win,3,42,23,22,31,3,3.0,-9.0
10269,Win,3,42,23,22,31,3,3.0,-9.0
10270,Win,3,42,23,22,30,3,3.0,-9.0
10271,Win,3,42,23,22,30,3,3.0,-9.0
10272,Win,0,3,11,3,0,0,-5.0,2.0
10273,Win,0,3,11,3,0,0,-5.0,2.0
10274,Win,2,34,11,11,32,2,-7.0,-8.0
10275,Win,2,34,11,11,32,2,-7.0,-8.0
10276,Loss,2,0,11,8,0,2,0.0,-1.0
10277,Loss,2,0,11,8,0,2,0.0,-1.0
10278,Win,1,14,4,2,5,1,0.0,0.0
10279,Win,4,18,7,7,9,3,-5.0,-5.0
10280,Win,4,18,7,7,9,3,-5.0,-5.0
10283,Loss,0,4,19,16,3,0,3.0,-6.0
10284,Loss,0,4,19,16,3,0,3.0,-6.0
10285,Loss,0,4,19,14,3,0,3.0,-6.0
10286,Loss,0,4,19,14,3,0,3.0,-6.0
10287,Loss,0,3,11,9,3,0,3.0,3.0
10288,Loss,0,3,11,9,3,0,3.0,3.0
10289,Win,0,15,3,3,9,0,6.0,-4.0
10290,Loss,3,4,15,10,4,2,-2.0,2.0
10291,Win,2,34,11,10,28,2,-7.0,-9.0
10292,Win,2,34,11,10,28,2,-7.0,-9.0
10296,Win,2,34,11,8,6,1,-13.0,-4.0
10297,Win,2,34,11,8,6,1,-13.0,-4.0
10298,Loss,4,32,9,8,31,4,-3.0,-5.0
10299,Win,2,20,9,7,2,0,-8.0,1.0
10300,Win,1,19,18,9,7,1,-8.0,-1.0
10301,Draw,1,19,18,9,7,0,-8.0,-1.0
10302,Loss,0,4,55,29,2,0,-10.0,-1.0
10303,Loss,0,4,55,29,2,0,-10.0,-1.0
10304,Loss,0,0,22,15,0,0,-11.0,4.0
10305,Win,0,6,13,6,0,0,-3.0,2.0
10306,Win,0,6,13,6,0,0,-3.0,2.0
10307,Win,3,13,10,10,10,1,2.0,-3.0
10308,Win,4,32,9,6,21,4,5.0,-11.0
10310,Win,3,42,23,23,41,3,13.0,-10.0
10311,Win,3,42,23,23,41,3,13.0,-10.0
10312,Win,3,42,23,22,33,3,13.0,-10.0
10313,Win,3,42,23,22,33,3,13.0,-10.0
10314,Draw,1,0,11,5,0,0,-3.0,-1.0
10315,Loss,1,4,10,5,0,1,2.0,-3.0
10316,Loss,1,4,10,5,0,1,2.0,-3.0
10317,Win,2,12,7,6,3,2,2.0,-2.0
10318,Win,3,13,10,10,9,1,2.0,-4.0
10319,Win,2,5,7,7,1,2,2.0,-5.0
10321,Win,0,7,8,8,4,0,5.0,-7.0
10322,Win,3,13,10,8,4,1,-4.0,-3.0
10323,Loss,0,0,14,9,0,0,-3.0,-5.0
10324,Loss,1,4,28,27,3,1,2.0,-11.0
10325,Win,2,5,5,3,1,1,-6.0,-3.0
10345,Win,0,12,21,17,10,0,6.0,-12.0
